,roles,companies,locations,experience,skills
344,Python Data Scientist/Analyst,Turing Global India,Remote,3-5 Yrs,"Data analysis, Debugging, Programming, Data Analyst, Data analytics, data visualization, SQL, Python"
345,Data Scientist/Data Analyst,Turing Global India,Remote,3-5 Yrs,"Data analysis, Debugging, Production, Data Analyst, Python, Analysis, Data"
346,Data Scientist and Analyst,Diverse Lynx,Pune,2-6 Yrs,"Data management, Business analytics, Machine learning, data governance, Data Analyst, Data quality, Natural language processing, Data mining"
347,Data Analyst & Data Scientist,Varuna Integrated Logistics,Gurugram,3-8 Yrs,"Computer hardware, Costing, Coding, Analytical, Data processing, MS Office, Data mining, Forecasting"
348,Exp. Data scientist / Data Analyst / AI Expert,Innovadors Lab,Bhubaneswar,1-2 Yrs,"Analytical skills, Artificial Intelligence, Machine learning, Data Analyst, Open source, Python, Exp, Data analysis"
349,Data Scientist,Smiths Detection,Bengaluru,8-13 Yrs,"Google Analytics, Aviation, Data modeling, Analytical, Billing, DNS, HTML, HTTP"
350,Industrial Data Scientist,Exxon Mobil Corporation,Bengaluru,3-8 Yrs,"Computer vision, Version control, Networking, data science, Machine learning, Agile, Natural language processing, Operations"
351,Commercial Data Scientist,Exxon Mobil Corporation,Bengaluru,2-7 Yrs,"Networking, Neural networks, Machine learning, Agile, Pattern recognition, Forecasting, Python, Logistics"
352,Advanced Data Scientist,NNE,Bengaluru,8-12 Yrs,"Data Science, Java, PyTorc, Azure, C++, C, Scala, SQL"
353,Physical Data Scientist,Exxon Mobil Corporation,Bengaluru,3-5 Yrs,"C++, Networking, Aerospace, Agile development, Training and Development, MATLAB, Operations, Petroleum"
354,Gen AI - Data Scientist,Tiger Analytics,"Hybrid - Chennai, Bengaluru, Delhi / NCR",4-9 Yrs,"Gen AI, LLM, Python, Natural Language Processing, Pandas, Rag, Fine tunning, Gen"
355,Staff Data Scientist(DL & Causal Insights),Angel One,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-8 Yrs,Staff Data Scientist(DL & Causal Insights)
356,Data scientists,Mirafra,Bengaluru,3-12 Yrs,Data scientists
357,Data Scientist 3,Angel One,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-8 Yrs,"Health insurance, deep learning, data science, Analytical, Machine learning, Wellness, Continuous improvement, big data"
358,Data Scientist,Maruti Suzuki,"Gurugram, Bengaluru",8-13 Yrs,"Cloud computing, Data analysis, Machine learning, Data processing, Telematics, Engineering Design, data visualization, Automotive"
359,Data Scientist,Gravity Consulting,Bengaluru,8-13 Yrs,"Computer vision, data science, Analytical, Machine learning, Debugging, Cloud, Natural language processing, AWS"
360,Data Scientist,Gravity Ilabs,Bengaluru,8-13 Yrs,"Computer vision, data science, Analytical, Machine learning, Debugging, Cloud, Natural language processing, AWS"
361,Data Scientist / Decision Scientist,Maruti Suzuki,Bengaluru,2-6 Yrs,"Cloud computing, data science, Neural networks, Machine learning, Programming, Telematics, data visualization, Automotive"
362,Data Scientist,Subhag Healthtech,Bengaluru,5-7 Yrs,"Relationship management, ERP, Surgical, Pharma, Analytical, Healthcare, Digital marketing, MS Office"
363,"F2F Drive at Pune LTIM - Data Scientist, Prompt Engineer, AI/ML Lead",Ltimindtree,Hybrid - Pune,5-10 Yrs,"Prompt Engineer, NLP, Data Scientist, RAG, Python, GPT 4, Generative AI, Azure Cloud"
364,Prompt Engineering Data Scientist,Convai Technologies Inc.,Bengaluru,2-7 Yrs,"Computer science, Training, Health insurance, Architecture, Social science, Analytical, Artificial Intelligence, Healthcare"
365,AI/ML Data Scientist/Engineer,All Peoples Church World Outreach,Bengaluru,1-3 Yrs,"Computer science, Mining, E-learning, Cloud computing, Machine learning, Programming, Information retrieval, Transformers"
366,Data Scientist - ML/Python/Modeling - Bangalore/Mumbai,People Staffing Solutions,"Bengaluru, Mumbai (All Areas)",7-12 Yrs,"Data Science, Statistical Modeling, data scientist, Machine Learning, Python, Predictive Modeling, Predictive Analytics, Ml"
367,Data Scientist - Hyderabad/Bangalore - F2F - 22nd March,People Staffing Solution,"Hyderabad, Bengaluru",5-10 Yrs,"Data Science, Statistical Modeling, Machine Learning, SQL, Python, Predictive Modeling, Power Bi, Modeling"
368,Data Scientist,Indian Express,Noida,1-6 Yrs,"python, data analysis, hypothesis testing, scikit-learn, microsoft azure, relational databases, analysis, machine learning"
369,Data Scientist,Infogain,"Hybrid - Noida, Gurugram",8-11 Yrs,"Natural Language Processing, Machine Learning, Deep Learning, Python, Machine, Data, Process, Processing"
370,Data Scientist 1,Paypal,Chennai,5-9 Yrs,"Data analysis, Financial risk, Wellness, Senior Risk Analyst, Risk management, payment solutions, Portfolio management, Analytics"
371,Data Scientist,Q3 technologies,Remote,4-6 Yrs,"Data Science, GEN AI, Tensorflow, Artificial Intelligence, Pandas, Machine Learning, Numpy, Python"
372,Data Scientist,Apollo Finvest India Limited,Mumbai (All Areas),1-3 Yrs,"Risk Assessment, Ai Solutions, Credit Risk Modelling, Data Science, Python, Decision Making, Tensorflow, Ai Techniques"
373,Data Scientist - Financial Crime & Compliance Model,Crisil,"Hyderabad, Chennai",2-4 Yrs,"hive, scikit-learn, numpy, financial services, sql, cloud, data extraction, tensorflow"
374,Developer - Data Scientist,Medline,Pune,2-7 Yrs,"Data analysis, Enterprise applications, GCP, Analytical, Machine learning, model development, data visualization, SQL"
375,Gen Ai Developer (Data Scientist),Syansoft Technologies Pvt. Ltd.,"Pune, Gurugram",2-7 Yrs,"Generative Ai Tools, Tensorflow, Pytorch, Python, Gen, Ai Solutions, Artificial Intelligence, Data"
376,Data Scientist,Crisil,"Mumbai, Indore, Pune",8-13 Yrs,"Machine learning, Agile, Data structures, model development, Data quality, Natural language processing, Python, Data extraction"
377,Data Scientist,Columbus Global,Hyderabad,6-8 Yrs,"IT services, Data analysis, Analytical, Consulting, Machine learning, Predictive modeling, Business solutions, Solution Architect"
378,Data Scientist,KLA,Chennai,4-8 Yrs,"Supply chain, Data analysis, Business analytics, Machine learning, Predictive modeling, Customer service, Data mining, Semiconductor manufacturing"
379,Data Scientist,Photon,Pune,3-5 Yrs,"Retail, Data analysis, data science, Analytical, Machine learning, Business strategy, big data, Analytics"
380,Data Scientist,Paypal,Chennai,3-8 Yrs,"Product engineering, Analytical, Machine learning, Hypothesis Testing, Analytics, Monitoring, SQL, Python"
381,Data Scientist,Photon,Chennai,4-8 Yrs,"deep learning, Coding, GCP, Cloud Services, Machine learning, Programming, Data structures, Natural language processing"
382,"Data Scientist, Product - Data Solutions",S&P Global Inc.,Gurugram,4-5 Yrs,"Supply chain, Automation, data science, Business analysis, Analytical, Market intelligence, Machine learning, Workflow"
383,Data Scientist,Paypal,Hyderabad,4-8 Yrs,"Unix, Data analysis, Linux, Project management, Process improvement, Data mining, SQL, Python"
384,Data Scientist,KLA,Chennai,2-6 Yrs,"Supply chain, Computer science, Data analysis, Business analytics, Machine learning, Video conferencing, Predictive modeling, Customer service"
385,BI Engineer / Data Scientist,Adeption,Pune,6-11 Yrs,"Automation, SAS, Project management, MySQL, Shell scripting, Informatica, Oracle, Apache"
386,Machine Learning Engineer and Data Scientist,Xcellence It,Surat,2-6 Yrs,"Computer science, Cloud computing, Data analysis, data science, GCP, Artificial Intelligence, Machine learning, Natural language processing"
387,Data Scientist / Data Engineer,TESTQ,Pune,2-4 Yrs,"GIT, Data structures, Data processing, Scheduling, Management, Python, Testing, Data Engineering"
388,ML Engineer / Data Scientist,Spotflock Technologies,Rangareddy,2-4 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
389,Data Scientist/ML Engineer - India,Pursuit Software Development,Kolkata,5-10 Yrs,"Product management, Computer science, Data analysis, Analytical, Machine learning, Data structures, Pattern recognition, Data mining"
390,Data Scientist/ ML Engineer,Alpha Ai,Noida,2-7 Yrs,"algorithms, python, data analysis, data analytics, machine learning, data engineering, sql, data quality"
391,ML Engineer / Data Scientist,Spotflock Technologies,"New Delhi, Hyderabad",5-10 Yrs,"Computer science, Product engineering, Linux, Artificial Intelligence, Machine learning, Agile, Data collection, HTML"
392,ML Engineer/Data Scientist,Turing Global India,Remote,6-8 Yrs,"Data analysis, Statistical analysis, Machine learning, model development, SQL, Python, Turnaround management, Turnaround"
393,Data Scientist/Engineer (Machine Learning with PyTorch),Turing Global India,Remote,1-5 Yrs,"software architecture, Data modeling, Machine learning, Manager Technology, Data structures, Analytics, Modeling, Data"
394,Data Scientist / ML Engineer,Turing Global India,Remote,2-5 Yrs,"Purchase, Managed services, Data analytics, Management, Forecasting, Python, Data, Ml"
395,Sr. Machine Learning Data Scientist,Solugenix,"Indore, Hyderabad",10-15 Yrs,"Data Science, R, Data Modeling, Machine Learning, Python, Modeling, Machine, Data"
396,Data Scientist / Data Analyst / BI,Tecvesten Consulting,Chennai,3-6 Yrs,"Social media marketing, Typesetting, data science, Technology consulting, Data Analyst, Management, Business intelligence, Digital marketing"
397,Data Scientist (Network Analysis),Turing Global India,Remote,3-7 Yrs,"Object oriented design, neo4j, Neural networks, Network analysis, Machine learning, Data structures, Natural language processing, Oracle"
398,"Data Scientist-Generative AI(LLMs,ML,Python) with Data Science Co Pune",Seventh Contact Hiring Solutions,Hybrid - Pune,2-4 Yrs,"Data Science, Api Integration, Machine Learning, Python, Artificial Intelligence, Machine, API, Integration"
399,Data Scientist,Zenith Consultants Software,"Hyderabad, Gurugram",8-13 Yrs,"Tensorflow, Pytorch, data scientist, Tableau, SQL, Power Bi, streamlit, Data"
400,Data Scientist (Cyber security domain),Kiash Solution Llp,"Gurugram, Chennai",4-6 Yrs,"Data scientist, Pyspark, big data, Machine Learning, Python, Hadoop, ETL, SQL"
401,Data Scientist and AI Engineer,JSM Consulting India,Pune,6-8 Yrs,"Artificial Intelligence, Pandas, Python, Intelligence, Data Engineering, Data"
402,Data Scientist,Neostats Analytics Solutions,Bengaluru,4-8 Yrs,"Data Science, Banking Sector, R, Model Validation, Statistical Modeling, Machine Learning, Regulatory Compliance, Performance Monitoring"
403,Weekend Virtual Drive - Data Scientist-Gen AI - 29th March,Ltimindtree,"Hybrid - Hyderabad, Pune, Bengaluru",6-11 Yrs,"Data Science, Generative AI, Azure Cloud, Natural Language Processing, Python, Artificial Intelligence, Machine Learning, Deep Learning"
404,Data Scientist,Intelex Technologies Ulc,Bengaluru,8-13 Yrs,"Condition monitoring, Computer vision, Automation, Data analysis, Machine learning, Healthcare, Product design, SQL"
405,Data Scientist,Promantus India,"Hybrid - Pune, Chennai, Bengaluru",6-9 Yrs,"Machine Learning, Azure Cloud, Natural Language Processing, LLM, Deep Learning, Python, Process, Cloud"
406,Data Scientist - APM,Smiths Detection,Pune,2-7 Yrs,"Data modeling, Billing, Data structures, HTTP, MVC, Open source, MATLAB, Information technology"
407,Data Scientist- ML,Lendingkart,"Bangalore Rural, Ahmedabad",3-8 Yrs,"Machine Learning, Python, SQL, Machine, Data, Ml"
408,Data Scientist 1,Xoom,Bengaluru,3-5 Yrs,"Data analysis, Strategic partnerships, Diversity and Inclusion, Manager Technology, Wellness, Customer experience, Risk management, Forecasting"
409,Data Scientist,Gainwell Technologies,Bengaluru,3-6 Yrs,"Python, time series analysis, data analysis, natural language processing, scala, pyspark, machine learning, relational databases"
410,Advanced Data Scientist,Net Connect,"Pune, Gurugram, Bengaluru",3-8 Yrs,"Data Science, Python, R, Data, Science"
411,Data Scientist - Sales Operations,Enphase Energy,Bengaluru,4-8 Yrs,"PLM, Supply chain, Automation, Data analysis, Analytical, Machine learning, QlikView, Oracle"
412,AI Data Scientist,Cloudbc Labs,Bengaluru,5-10 Yrs,"Segmentation, Image Processing, CNN Architectures, Deep Learning, Python, Feature Extraction, AI Models, Process"
413,Data Scientist with Python and R Expertise,Visionyle Solutions,Bengaluru,6-10 Yrs,"R, scikit-learn, AI, Python, ML, pandas, data manipulation, matplotlib"
414,Data Scientist-MMM,Prescience Decision Solutions,Bengaluru,5-8 Yrs,Data Scientist-MMM
415,Data Scientist,Rezultize,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"Computer science, Data analysis, Process optimization, Machine learning, Predictive modeling, Customer engagement, Data mining, Business solutions"
416,Data Scientist,Coromandel International,Hyderabad,5-10 Yrs,"Data Science, Artificial Intelligence, Natural Language Processing, Machine Learning & AI Python & SQL Azure ML Power BI Big Data, Python, Ml, Microsoft Azure, Data"
417,Data Scientist (Capital Markets Analytics),Evnek,"Mumbai, Delhi / NCR, Bengaluru",4-6 Yrs,"Capital Markets, R, Power BI, Data Visualization, Capital Markets Analytics, Tableau, Databricks, SQL"
418,Data Scientist - (Marketing/Website Performance ),Enphase Energy,Bengaluru,2-5 Yrs,"Data analysis, Google Analytics, Web technologies, Web analytics, Business intelligence, Continuous improvement, Monitoring, SQL"
419,Data Scientist 1,Xoom,"Chennai, Bengaluru",4-7 Yrs,"Statistical programming, Data analysis, data science, Analytical, QlikView, Business solutions, Continuous improvement, Teradata"
420,Data Scientist(AIML),Aspire Systems,"Kochi, Chennai, Bengaluru",3-8 Yrs,"data mining, Java, C++, GraphDB, C, natural language processing, Couchbase, Cassandra"
421,Data Scientist,Harman Connected Services Corporation India Pvt.,Bengaluru,8-13 Yrs,"Analytical skills, data science, Artificial Intelligence, Machine learning, Agile, Natural language processing, high performance computing, consumer goods"
422,Data Scientist,Avaali Solutions,Bengaluru,8-13 Yrs,"Automation, Data analysis, Consulting, Machine learning, Enterprise content management, Forecasting, Analytics, SQL"
423,Data Scientist - Python R Expertise,Digital Mapout Solutions,Bengaluru,6-10 Yrs,"Data Science, Python, R programming, AI ML, Programming, Data, R Program, Ml"
424,Data Scientist,Enterprise Bot,Bengaluru,3-6 Yrs,"deep learning, natural language processing, data science, data mining, machine learning, statistics, Languages, Data"
425,Data Scientist,Neostats Analytics Solutions,Bengaluru,3-7 Yrs,"python, data science, machine learning, machine learning algorithms, data wrangling, programming, Data, Machine"
426,QMMX - Data Scientist,Quation,Bengaluru,4-6 Yrs,"Marketing analytics, GCP, Time series analysis, Cloud, Programming, HTML, Business solutions, Econometrics"
427,Data Scientist,Xoom,"Chennai, Bengaluru",7-10 Yrs,"Computer science, Statistical programming, Data analysis, Payment processing, Analytical, Continuous improvement, Business solutions, Teradata"
428,Data Scientist,Xoom,Bengaluru,2-6 Yrs,"Mining, Computer science, RCA, Data analysis, VAS, Investment banking, Data mining, Analytics"
429,Data Scientist || Contract To Hire || 6 - 9 months of project duration,Compunnel,"Hybrid - Pune, Chennai, Bengaluru",5-10 Yrs,"Predictive Modeling, R, SQL, Python, Hiring, Modeling, Predictive, Data"
430,Data Scientist,Cannyfore Technology Solutions,"Hybrid - Hyderabad, Coimbatore, Bengaluru",4-8 Yrs,"Pandas, Scikit-Learn, Python, SQL, Data"
431,Design Technology Data Scientist,Gensler,Bengaluru,4-9 Yrs,"python, r, predictive modeling, data integration tools, machine learning, statistics, Machine, Data integration"
432,Data Scientist,Pluto7,Bengaluru,2-5 Yrs,"exploration, data analytics, presentation skills, engineering, machine learning, data wrangling, artificial intelligence, communication skills"
433,Data Scientist,Nityo Infotech,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-13 Yrs,"Computer science, C++, Neural networks, Analytical, Machine learning, Data collection, data visualization, Data mining"
434,Data Scientist- GLN,Puresoftware,Bengaluru,7-15 Yrs,"Data analysis, data science, Machine learning, Programming, Mentor, Natural language processing, data visualization, Research"
435,Data Scientist,Neoware Technology Solutions,"Mumbai, Chennai, Bengaluru",8-13 Yrs,"Computer vision, Data analysis, GCP, Artificial Intelligence, Machine learning, Business solutions, Information technology, SQL"
436,Data Scientist,dSights Consultancy Services,Bengaluru,3-6 Yrs,"Machine Learning, Predictive Modeling, Statistical Modeling, Predictive Analytics, Modeling, Predictive, Machine, Statistics"
437,Data Scientist - GJT,Getinz Techno Services,Mumbai,1-2 Yrs,"data science, GCP, Analytical, Machine learning, Data processing, data visualization, Analytics, Product marketing"
438,Data Scientist-FinOps,Volvo Auto,Bengaluru,5-8 Yrs,"orchestration, GCP, Analytical, Data quality, Continuous improvement, Business intelligence, Operations, Analytics"
439,Machine Learning Data Scientist - NLP,Forecastera India,"Hyderabad, Bengaluru",3-7 Yrs,"Front end, Machine learning, Information retrieval, Natural language processing, Open source, Analytics, Python, Salesforce"
440,Data Scientist - 3,Satsure Analytics,Bengaluru,1-6 Yrs,"Aviation, Machine learning, Agile, Resource management, Forecasting, IEEE, Monitoring, Remote sensing"
441,Data Scientist,Roblox,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,"SAN, Prototype, People development, Data management, Analytical, Genetics, Operations, Analytics"
442,Data Scientist,Gartner,Gurugram,3-8 Yrs,"Coding, Machine learning, Data collection, Information retrieval, Natural language processing, Data mining, Recruitment, Python"
443,Data Scientist-3,Cashfree Holiday Planners,Bengaluru,5-8 Yrs,"Data analysis, SAS, Machine learning, SCALA, Data collection, Perl, Ruby, Analytics"
444,Data Scientist-3 (Gen AI),Cashfree Holiday Planners,Bengaluru,5-10 Yrs,"deep learning, data science, Machine learning, Design development, Silicon, Mathematics, Risk management, Predictive analytics"
445,Data Scientist,AIE Group,Bengaluru,5-10 Yrs,"Usage, data science, spark, Programming, Python, Data, Program, Science"
446,Data Scientist - LLM / GenAi,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,"Training, deep learning, Statistical analysis, data science, Scalability, Machine learning, Research, Operations"
447,Data Scientist Predictive Modelling,Symmetrical Global Search,Bengaluru,10-12 Yrs,"Data modeling, Coding, E-commerce, Predictive modeling, HTML, HR, Hrsd, Modeling"
448,Data Scientist Machine Learning,Symmetrical Global Search,Bengaluru,10-12 Yrs,"deep learning, Data modeling, Coding, Machine learning, E-commerce, HTML, HR, Machine"
449,Data Scientist - AI ML Team,Customerxps Software,Bengaluru,8-13 Yrs,"Computer science, Automation, Artificial Intelligence, Machine learning, Data collection, Risk management, Monitoring, SQL"
450,Data Scientist,Equifax Credit Information Services Private Limited,Bengaluru,3-5 Yrs,"Computer science, Operations research, Analytical, Machine learning, Algorithm development, Data structures, Healthcare, Test cases"
451,Data Scientist,Digital Glyde,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Data analysis, Operations research, Social science, Analytical, Report writing, MySQL, Cloud, Database"
452,Machine Learning-data scientist,Diverse Lynx,Bengaluru,2-6 Yrs,"Machine learning, Machine"
453,Data Scientist,Scalein,Bengaluru,4-9 Yrs,"Performance tuning, analytical, Postgresql, administration, Perl, SQL, nosql, analytics"
454,Data Scientist,Cognite,Bengaluru,3-7 Yrs,"Manager Quality Assurance, GIT, Production planning, Analytical, Web development, Machine learning, microsoft, WiFi"
455,Data Scientist,Intersoft Kk,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Computer vision, GCP, Artificial Intelligence, MySQL, Machine learning, PHP, Data structures, SQL"
456,Data Scientist,Pegasus Knowledge Solutions (PKSI),Bengaluru,8-10 Yrs,"Base SAS, Excel, data science, Data modeling, SQL, Python, SAS, Data"
457,Data Scientist,Covalense Global,"Hyderabad, Bengaluru",3-8 Yrs,"Data Science, Matplotlib, Stanford NLP, Generative AI, PySpark, Boosting Techniques, SparkML, NumPy"
458,Data Scientist,Bharat Light & Power (BLP),Bengaluru,3-8 Yrs,"Data analysis, Factor analysis, Linux, Machine learning, Hypothesis Testing, Data processing, big data, SQL"
459,Data Scientist (Supply Chain),Sparkcognition,Bengaluru,3-7 Yrs,"Supply chain management, data science, Neural networks, Analytical, Artificial Intelligence, Machine learning, Genetics, MATLAB"
460,Data Scientist,Myyogateacher,Bengaluru,3-6 Yrs,"Business objects, SAS, XML, MySQL, Javascript, Data collection, Data processing, Data Analyst"
461,Data Scientist,Systechcorp Inc,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"NoSQL, data science, GCP, Project management, Analytical, Machine learning, model development, SQL"
462,Data Scientist,Btropsn Software,Bengaluru,3-5 Yrs,"Computer science, Prototype, GIT, Analytical, Machine learning, Information retrieval, Data quality, Forecasting"
463,Data Scientist,Naghavi Fintech,Bengaluru,2-6 Yrs,"Data mining, Statistics, Data"
464,Data Scientist,Hakimo,Bengaluru,3-5 Yrs,"tableau, data science, SQL database, Security systems, Physical security, Management, Data warehousing, Python"
465,Data Scientist,Valuelabs,Hyderabad,5-8 Yrs,"Computer science, Computer vision, Computer languages, GIT, Neural networks, Machine learning, microsoft azure, Predictive modeling"
466,DATA SCIENTIST,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,Bengaluru,2-7 Yrs,"hive, python, data mining, neural networks, predictive analytics, time series, random forest, svm"
467,Data Scientist,Paraminfo,Bengaluru,2-3 Yrs,"Computer vision, NoSQL, SAS, GCP, Machine learning, Stakeholder management, Analytics, SQL"
468,Data Scientist 4,Granicus Inc,Remote,7-12 Yrs,"Data Science, Machine Learning, Artificial Intelligence, Python, Intelligence, Machine, Data, Science"
469,Data Scientist,Denave,Noida,7-12 Yrs,"Computer vision, Telesales, Business analytics, Javascript, Inside sales, Open source, Digital marketing, Sales account"
470,Data Scientist,Algoleap Technologies,Bengaluru,8-13 Yrs,"C++, Business objects, Google Analytics, Simulation, Coding, Analytical, MySQL, Javascript"
471,GenAI Data Scientist,EXL,"Noida, Gurugram, Bengaluru",5-10 Yrs,"GenAI, NLP, LLM, Natural Language Processing, Languages, Processing, Data, Process"
472,Data Scientist,Nihilent,Kolkata,4-8 Yrs,"Machine Learning, Python, Data Science, Azure Cloud, GCP, Artificial Intelligence, Cloud Platform, AWS"
473,Data Scientist,First Meridian Business Services,"Kolkata, Bengaluru, Delhi / NCR",10-20 Yrs,"Supervised Learning, Unsupervised Learning, Ml Algorithms, R, decision trees, neural networks, Regression, clustering"
474,Data Scientist,Umamicasa,Bengaluru,3-7 Yrs,"Computer science, Statistical analysis, Machine learning, Hadoop, Mathematics, Statistics, Python, Science"
475,Data Scientist,Idexcel,Bengaluru,3-8 Yrs,"Computer vision, Automation, Neural networks, Debugging, Machine learning, Agile, Customer experience, Technology solutions"
476,Data Scientist | Scienaptic AI,Scienaptic Systems,Bengaluru,2-7 Yrs,"Business process, Loans, Business analytics, Analytical, Finance, Credit underwriting, Credit risk management, SQL"
477,Data Scientist / Advanced Analytics - Machine Learning,E2E Infoware,"Chennai, Bengaluru",5-8 Yrs,"advanced analytics, deep learning, Artificial Intelligence, R Programming, Machine learning, Python, Data analytics, Intelligence"
478,Data Scientist,Grid Dynamics,Hyderabad,3-4 Yrs,"Focus, Machine learning, Corporate, Medical insurance, Scientist 1, Forecasting, Python, Machine"
479,Data Scientist,Cynosure Corporate Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,"Computer science, IT services, deep learning, C++, Operations research, Machine learning, Natural language processing, Econometrics"
480,Data Scientist,Insider Biz,New Delhi,2-4 Yrs,"Machine learning, Data collection, data visualization, Machine, Data, Collections"
481,Data Scientist,Covalense Global,"Hyderabad, Bengaluru",3-8 Yrs,"Machine learning, Data collection, data visualization, Data, Collections, Machine"
482,Data Scientist,Akkodis,Bengaluru,4-5 Yrs,"Computer science, Computer vision, Linux, Machine learning, Information technology, Automotive, Analytics, functional safety"
483,Data Scientist,Pradeepit Consulting Services,Bengaluru,3-7 Yrs,"Analytical skills, Data analysis, French, Spanish, Natural language processing, Manager Quality Control, Data mining, Object oriented programming"
484,NLP Data Scientist,Heaps Health Solutions India,"Hyderabad, Bengaluru",2-3 Yrs,"Basic, Data analysis, Version control, GIT, GCP, Programming, Healthcare, Technology solutions"
485,Data Scientist,Heaps Health Solutions India,"Hyderabad, Bengaluru",1-4 Yrs,"Data analysis, Version control, GIT, data science, GCP, Analytical, Machine learning, Data mining"
486,Data Scientist,Rightpoint,"Jaipur, Bengaluru",8-13 Yrs,"Data analysis, Operations research, Analytical, Artificial Intelligence, Machine learning, Data collection, Business intelligence, Continuous improvement"
487,Data Scientist,Faurecia,Pune,8-13 Yrs,"Training, Career development, Project management, CAD, Manager Technology, Agile, Design development, Product design"
488,Data Scientist,Ltimindtree,"Hybrid - Hyderabad, Bengaluru, Mumbai (All Areas)",5-10 Yrs,"Python R, Google Analytics, ECRM, SQL, Data Science, FMCG, Global Data Scientist, Python"
489,Data Scientist,Leokraft Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Computer science, data science, GCP, Machine learning, Cloud, Programming, data visualization, Troubleshooting"
490,Data Scientist,Encora,Bengaluru,5-7 Yrs,"Product engineering, Cloud Services, Machine learning, Quality engineering, Manager Technology, Data analytics, Management, Cloud"
491,Data Scientist,Enterprise Bot,Bengaluru,2-3 Yrs,"deep learning, Automation, data science, Stock exchange, Machine learning, Data mining, Analytics, Python"
492,Data Scientist,Add On It Systems,Bengaluru,2-4 Yrs,"PDF, Statistical analysis, Machine learning, MS Word, data visualization, Python, Microsoft, Machine"
493,DATA SCIENTIST,Cellworks Research India,Bengaluru,3-5 Yrs,"Computer science, NoSQL, Statistical analysis, Data modeling, Analytical, Machine learning, MySQL, Data structures"
494,Data Scientist III,Meesho,Bengaluru,4-7 Yrs,"Third party logistics, Performance management, Machine learning, E-commerce, Medical insurance, SQL, Python, Logistics"
495,Data Scientist - I,Meesho,Bengaluru,1-2 Yrs,"Analytical skills, spark, Neural networks, Machine learning, Commerce, E-commerce, big data, SQL"
496,Data Scientist,Cradlepoint,Bengaluru,8-13 Yrs,"Data analysis, Data validation, Coding, Artificial Intelligence, Machine learning, Data quality, Forecasting, SQL"
497,Data Scientist,Aegis Media,Bengaluru,8-13 Yrs,"Cloud computing, Version control, Machine learning, Cloud, Data processing, Natural language processing, Project delivery, Forecasting"
498,Data Scientist,Gujarat Fluorochemicals,Noida,1-2 Yrs,"C++, PMP, Coding, Project management, Social media, Predictive modeling, Business solutions, Information technology"
499,Data Scientist,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,"Mumbai, Jamshedpur, Bengaluru",2-7 Yrs,"Data analysis, Data management, HTML, HTTP, Information management, Data mining, Econometrics, Information technology"
500,Data Scientist,Sparkcognition,Bengaluru,3-5 Yrs,"Operational excellence, Renewable energy, Performance management, GCP, Machine learning, Cloud, Workflow, Genetics"
501,Data Scientist,Colgate-Palmolive (India),Mumbai,5-8 Yrs,"Logistic regression, Neural networks, Business analytics, Analytical, Machine learning, Predictive modeling, Continuous improvement, Forecasting"
502,Data Scientist,Anheuser Busch InBev,Bengaluru,3-5 Yrs,"Supply chain, Analytical, Consulting, Conceptualization, Econometrics, Project delivery, Forecasting, Analytics"
503,Data Scientist,Denave,Noida,4-7 Yrs,"Computer vision, Telesales, Business analytics, Javascript, Inside sales, Open source, Digital marketing, Sales account"
504,Data Scientist,Gforce Consulting Solutions,Bengaluru,3-8 Yrs,"tableau, data science, spark, Demand forecasting, Machine learning, Data structures, Object oriented programming, Statistics"
505,Data Scientist,ADM,Bengaluru,4-6 Yrs,"Operations research, SAS, Simulation, Analytical, Machine learning, Predictive modeling, SPSS, Data mining"
506,Data Scientist,Cradlepoint,Bengaluru,4-6 Yrs,"Wireless, Computer science, Networking, Linux, WAN, Machine learning, Predictive modeling, Analytics"
507,Data Scientist,Hakimo,Bengaluru,3-8 Yrs,"algorithms, python, natural language processing, scikit-learn, linear regression, anomaly detection, machine learning, dashboards"
