,roles,companies,locations,experience,skills
343,Industrial Data Scientist,Exxon Mobil Corporation,Bengaluru,3-8 Yrs,"Computer vision, Version control, Networking, data science, Machine learning, Agile, Natural language processing, Operations"
344,Commercial Data Scientist,Exxon Mobil Corporation,Bengaluru,2-7 Yrs,"Networking, Neural networks, Machine learning, Agile, Pattern recognition, Forecasting, Python, Logistics"
345,Advanced Data Scientist,NNE,Bengaluru,8-12 Yrs,"Data Science, Java, PyTorc, Azure, C++, C, Scala, SQL"
346,Physical Data Scientist,Exxon Mobil Corporation,Bengaluru,3-5 Yrs,"C++, Networking, Aerospace, Agile development, Training and Development, MATLAB, Operations, Petroleum"
347,Gen AI - Data Scientist,Tiger Analytics,"Hybrid - Chennai, Bengaluru, Delhi / NCR",4-9 Yrs,"Gen AI, LLM, Python, Natural Language Processing, Pandas, Rag, Fine tunning, Gen"
348,Staff Data Scientist(DL & Causal Insights),Angel One,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-8 Yrs,Staff Data Scientist(DL & Causal Insights)
349,Data scientists,Mirafra,Bengaluru,3-12 Yrs,Data scientists
350,Data Scientist 3,Angel One,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-8 Yrs,"Health insurance, deep learning, data science, Analytical, Machine learning, Wellness, Continuous improvement, big data"
351,Data Scientist,Maruti Suzuki,"Gurugram, Bengaluru",8-13 Yrs,"Cloud computing, Data analysis, Machine learning, Data processing, Telematics, Engineering Design, data visualization, Automotive"
352,Data Scientist,Gravity Consulting,Bengaluru,8-13 Yrs,"Computer vision, data science, Analytical, Machine learning, Debugging, Cloud, Natural language processing, AWS"
353,Data Scientist,Gravity Ilabs,Bengaluru,8-13 Yrs,"Computer vision, data science, Analytical, Machine learning, Debugging, Cloud, Natural language processing, AWS"
354,Data Scientist / Decision Scientist,Maruti Suzuki,Bengaluru,2-6 Yrs,"Cloud computing, data science, Neural networks, Machine learning, Programming, Telematics, data visualization, Automotive"
355,Data Scientist,Subhag Healthtech,Bengaluru,5-7 Yrs,"Relationship management, ERP, Surgical, Pharma, Analytical, Healthcare, Digital marketing, MS Office"
356,"F2F Drive at Pune LTIM - Data Scientist, Prompt Engineer, AI/ML Lead",Ltimindtree,Hybrid - Pune,5-10 Yrs,"Prompt Engineer, NLP, Data Scientist, RAG, Python, GPT 4, Generative AI, Azure Cloud"
357,Prompt Engineering Data Scientist,Convai Technologies Inc.,Bengaluru,2-7 Yrs,"Computer science, Training, Health insurance, Architecture, Social science, Analytical, Artificial Intelligence, Healthcare"
358,AI/ML Data Scientist/Engineer,All Peoples Church World Outreach,Bengaluru,1-3 Yrs,"Computer science, Mining, E-learning, Cloud computing, Machine learning, Programming, Information retrieval, Transformers"
359,Data Scientist - ML/Python/Modeling - Bangalore/Mumbai,People Staffing Solutions,"Bengaluru, Mumbai (All Areas)",7-12 Yrs,"Data Science, Statistical Modeling, data scientist, Machine Learning, Python, Predictive Modeling, Predictive Analytics, Ml"
360,Data Scientist - Hyderabad/Bangalore - F2F - 22nd March,People Staffing Solution,"Hyderabad, Bengaluru",5-10 Yrs,"Data Science, Statistical Modeling, Machine Learning, SQL, Python, Predictive Modeling, Power Bi, Modeling"
361,Data Scientist,Indian Express,Noida,1-6 Yrs,"python, data analysis, hypothesis testing, scikit-learn, microsoft azure, relational databases, analysis, machine learning"
362,Data Scientist,Infogain,"Hybrid - Noida, Gurugram",8-11 Yrs,"Natural Language Processing, Machine Learning, Deep Learning, Python, Machine, Data, Process, Processing"
363,Data Scientist 1,Paypal,Chennai,5-9 Yrs,"Data analysis, Financial risk, Wellness, Senior Risk Analyst, Risk management, payment solutions, Portfolio management, Analytics"
364,Data Scientist,Q3 technologies,Remote,4-6 Yrs,"Data Science, GEN AI, Tensorflow, Artificial Intelligence, Pandas, Machine Learning, Numpy, Python"
365,Data Scientist,Apollo Finvest India Limited,Mumbai (All Areas),1-3 Yrs,"Risk Assessment, Ai Solutions, Credit Risk Modelling, Data Science, Python, Decision Making, Tensorflow, Ai Techniques"
366,Developer - Data Scientist,Medline,Pune,2-7 Yrs,"Data analysis, Enterprise applications, GCP, Analytical, Machine learning, model development, data visualization, SQL"
367,Gen Ai Developer (Data Scientist),Syansoft Technologies Pvt. Ltd.,"Pune, Gurugram",2-7 Yrs,"Generative Ai Tools, Tensorflow, Pytorch, Python, Gen, Ai Solutions, Artificial Intelligence, Data"
368,Data Scientist,Crisil,"Mumbai, Indore, Pune",8-13 Yrs,"Machine learning, Agile, Data structures, model development, Data quality, Natural language processing, Python, Data extraction"
369,Data Scientist,Columbus Global,Hyderabad,6-8 Yrs,"IT services, Data analysis, Analytical, Consulting, Machine learning, Predictive modeling, Business solutions, Solution Architect"
370,Data Scientist,KLA,Chennai,4-8 Yrs,"Supply chain, Data analysis, Business analytics, Machine learning, Predictive modeling, Customer service, Data mining, Semiconductor manufacturing"
371,Data Scientist,Photon,Pune,3-5 Yrs,"Retail, Data analysis, data science, Analytical, Machine learning, Business strategy, big data, Analytics"
372,Data Scientist,Paypal,Chennai,3-8 Yrs,"Product engineering, Analytical, Machine learning, Hypothesis Testing, Analytics, Monitoring, SQL, Python"
373,Data Scientist,Photon,Chennai,4-8 Yrs,"deep learning, Coding, GCP, Cloud Services, Machine learning, Programming, Data structures, Natural language processing"
374,"Data Scientist, Product - Data Solutions",S&P Global Inc.,Gurugram,4-5 Yrs,"Supply chain, Automation, data science, Business analysis, Analytical, Market intelligence, Machine learning, Workflow"
375,Data Scientist,Paypal,Hyderabad,4-8 Yrs,"Unix, Data analysis, Linux, Project management, Process improvement, Data mining, SQL, Python"
376,Data Scientist,KLA,Chennai,2-6 Yrs,"Supply chain, Computer science, Data analysis, Business analytics, Machine learning, Video conferencing, Predictive modeling, Customer service"
377,BI Engineer / Data Scientist,Adeption,Pune,6-11 Yrs,"Automation, SAS, Project management, MySQL, Shell scripting, Informatica, Oracle, Apache"
378,Machine Learning Engineer and Data Scientist,Xcellence It,Surat,2-6 Yrs,"Computer science, Cloud computing, Data analysis, data science, GCP, Artificial Intelligence, Machine learning, Natural language processing"
379,Data Scientist / Data Engineer,TESTQ,Pune,2-4 Yrs,"GIT, Data structures, Data processing, Scheduling, Management, Python, Testing, Data Engineering"
380,ML Engineer / Data Scientist,Spotflock Technologies,Rangareddy,2-4 Yrs,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
381,Data Scientist/ML Engineer - India,Pursuit Software Development,Kolkata,5-10 Yrs,"Product management, Computer science, Data analysis, Analytical, Machine learning, Data structures, Pattern recognition, Data mining"
382,Data Scientist/ ML Engineer,Alpha Ai,Noida,2-7 Yrs,"algorithms, python, data analysis, data analytics, machine learning, data engineering, sql, data quality"
383,ML Engineer / Data Scientist,Spotflock Technologies,"New Delhi, Hyderabad",5-10 Yrs,"Computer science, Product engineering, Linux, Artificial Intelligence, Machine learning, Agile, Data collection, HTML"
384,ML Engineer/Data Scientist,Turing Global India,Remote,6-8 Yrs,"Data analysis, Statistical analysis, Machine learning, model development, SQL, Python, Turnaround management, Turnaround"
385,Data Scientist/Engineer (Machine Learning with PyTorch),Turing Global India,Remote,1-5 Yrs,"software architecture, Data modeling, Machine learning, Manager Technology, Data structures, Analytics, Modeling, Data"
386,Data Scientist / ML Engineer,Turing Global India,Remote,2-5 Yrs,"Purchase, Managed services, Data analytics, Management, Forecasting, Python, Data, Ml"
387,Senior Data Scientist - Artificial Intelligence/Machine Learning,Zettamine Labs,Mumbai,4-6 Yrs,"Data Science, Tensorflow, Prompt Engineering, Data Scientist, Artificial Intelligence, LLM, Machine Learning, Deep Learning"
388,Sr. Machine Learning Data Scientist,Solugenix,"Indore, Hyderabad",10-15 Yrs,"Data Science, R, Data Modeling, Machine Learning, Python, Modeling, Machine, Data"
389,Data Scientist / Data Analyst / BI,Tecvesten Consulting,Chennai,3-6 Yrs,"Social media marketing, Typesetting, data science, Technology consulting, Data Analyst, Management, Business intelligence, Digital marketing"
390,Data Scientist (Network Analysis),Turing Global India,Remote,3-7 Yrs,"Object oriented design, neo4j, Neural networks, Network analysis, Machine learning, Data structures, Natural language processing, Oracle"
391,"Data Scientist-Generative AI(LLMs,ML,Python) with Data Science Co Pune",Seventh Contact Hiring Solutions,Hybrid - Pune,2-4 Yrs,"Data Science, Api Integration, Machine Learning, Python, Artificial Intelligence, Machine, API, Integration"
392,Data Scientist,Zenith Consultants Software,"Hyderabad, Gurugram",8-13 Yrs,"Tensorflow, Pytorch, data scientist, Tableau, SQL, Power Bi, streamlit, Data"
393,Data Scientist (Cyber security domain),Kiash Solution Llp,"Gurugram, Chennai",4-6 Yrs,"Data scientist, Pyspark, big data, Machine Learning, Python, Hadoop, ETL, SQL"
394,Data Scientist and AI Engineer,JSM Consulting India,Pune,6-8 Yrs,"Artificial Intelligence, Pandas, Python, Intelligence, Data Engineering, Data"
395,Data Scientist/AI&ML - Technical Lead,Prodapt Solutions,Chennai,7-12 Yrs,"Python, data preprocessing, Azure, PyTorch, scikit-learn, feature engineering, data visualization, AWS"
396,Data Scientist,Neostats Analytics Solutions,Bengaluru,4-8 Yrs,"Data Science, Banking Sector, R, Model Validation, Statistical Modeling, Machine Learning, Regulatory Compliance, Performance Monitoring"
397,Weekend Virtual Drive - Data Scientist-Gen AI - 29th March,Ltimindtree,"Hybrid - Hyderabad, Pune, Bengaluru",6-11 Yrs,"Data Science, Generative AI, Azure Cloud, Natural Language Processing, Python, Artificial Intelligence, Machine Learning, Deep Learning"
398,Data Scientist,Intelex Technologies Ulc,Bengaluru,8-13 Yrs,"Condition monitoring, Computer vision, Automation, Data analysis, Machine learning, Healthcare, Product design, SQL"
399,Data Scientist,Promantus India,"Hybrid - Pune, Chennai, Bengaluru",6-9 Yrs,"Machine Learning, Azure Cloud, Natural Language Processing, LLM, Deep Learning, Python, Process, Cloud"
400,Data Scientist - APM,Smiths Detection,Pune,2-7 Yrs,"Data modeling, Billing, Data structures, HTTP, MVC, Open source, MATLAB, Information technology"
401,Data Scientist- ML,Lendingkart,"Bangalore Rural, Ahmedabad",3-8 Yrs,"Machine Learning, Python, SQL, Machine, Data, Ml"
402,Data Scientist 1,Xoom,Bengaluru,3-5 Yrs,"Data analysis, Strategic partnerships, Diversity and Inclusion, Manager Technology, Wellness, Customer experience, Risk management, Forecasting"
403,Data Scientist,Gainwell Technologies,Bengaluru,3-6 Yrs,"Python, time series analysis, data analysis, natural language processing, scala, pyspark, machine learning, relational databases"
404,Advanced Data Scientist,Net Connect,"Pune, Gurugram, Bengaluru",3-8 Yrs,"Data Science, Python, R, Data, Science"
405,Data Scientist - Sales Operations,Enphase Energy,Bengaluru,4-8 Yrs,"PLM, Supply chain, Automation, Data analysis, Analytical, Machine learning, QlikView, Oracle"
406,AI Data Scientist,Cloudbc Labs,Bengaluru,5-10 Yrs,"Segmentation, Image Processing, CNN Architectures, Deep Learning, Python, Feature Extraction, AI Models, Process"
407,Data Scientist with Python and R Expertise,Visionyle Solutions,Bengaluru,6-10 Yrs,"R, scikit-learn, AI, Python, ML, pandas, data manipulation, matplotlib"
408,Data Scientist-MMM,Prescience Decision Solutions,Bengaluru,5-8 Yrs,Data Scientist-MMM
409,Data Scientist,Rezultize,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,"Computer science, Data analysis, Process optimization, Machine learning, Predictive modeling, Customer engagement, Data mining, Business solutions"
410,Data Scientist,Coromandel International,Hyderabad,5-10 Yrs,"Data Science, Artificial Intelligence, Natural Language Processing, Machine Learning & AI Python & SQL Azure ML Power BI Big Data, Python, Ml, Microsoft Azure, Data"
411,Data Scientist (Capital Markets Analytics),Evnek,"Mumbai, Delhi / NCR, Bengaluru",4-6 Yrs,"Capital Markets, R, Power BI, Data Visualization, Capital Markets Analytics, Tableau, Databricks, SQL"
412,Data Scientist - (Marketing/Website Performance ),Enphase Energy,Bengaluru,2-5 Yrs,"Data analysis, Google Analytics, Web technologies, Web analytics, Business intelligence, Continuous improvement, Monitoring, SQL"
413,Data Scientist 1,Xoom,"Chennai, Bengaluru",4-7 Yrs,"Statistical programming, Data analysis, data science, Analytical, QlikView, Business solutions, Continuous improvement, Teradata"
414,Data Scientist(AIML),Aspire Systems,"Kochi, Chennai, Bengaluru",3-8 Yrs,"data mining, Java, C++, GraphDB, C, natural language processing, Couchbase, Cassandra"
415,Data Scientist,Harman Connected Services Corporation India Pvt.,Bengaluru,8-13 Yrs,"Analytical skills, data science, Artificial Intelligence, Machine learning, Agile, Natural language processing, high performance computing, consumer goods"
416,Data Scientist,Avaali Solutions,Bengaluru,8-13 Yrs,"Automation, Data analysis, Consulting, Machine learning, Enterprise content management, Forecasting, Analytics, SQL"
417,Data Scientist - Python R Expertise,Digital Mapout Solutions,Bengaluru,6-10 Yrs,"Data Science, Python, R programming, AI ML, Programming, Data, R Program, Ml"
418,Data Scientist,Enterprise Bot,Bengaluru,3-6 Yrs,"deep learning, natural language processing, data science, data mining, machine learning, statistics, Languages, Data"
419,Data Scientist,Neostats Analytics Solutions,Bengaluru,3-7 Yrs,"python, data science, machine learning, machine learning algorithms, data wrangling, programming, Data, Machine"
420,QMMX - Data Scientist,Quation,Bengaluru,4-6 Yrs,"Marketing analytics, GCP, Time series analysis, Cloud, Programming, HTML, Business solutions, Econometrics"
421,Data Scientist,Xoom,"Chennai, Bengaluru",7-10 Yrs,"Computer science, Statistical programming, Data analysis, Payment processing, Analytical, Continuous improvement, Business solutions, Teradata"
422,Data Scientist,Xoom,Bengaluru,2-6 Yrs,"Mining, Computer science, RCA, Data analysis, VAS, Investment banking, Data mining, Analytics"
423,Data Scientist || Contract To Hire || 6 - 9 months of project duration,Compunnel,"Hybrid - Pune, Chennai, Bengaluru",5-10 Yrs,"Predictive Modeling, R, SQL, Python, Hiring, Modeling, Predictive, Data"
424,Data Scientist,Cannyfore Technology Solutions,"Hybrid - Hyderabad, Coimbatore, Bengaluru",4-8 Yrs,"Pandas, Scikit-Learn, Python, SQL, Data"
425,Design Technology Data Scientist,Gensler,Bengaluru,4-9 Yrs,"python, r, predictive modeling, data integration tools, machine learning, statistics, Machine, Data integration"
426,Data Scientist,Pluto7,Bengaluru,2-5 Yrs,"exploration, data analytics, presentation skills, engineering, machine learning, data wrangling, artificial intelligence, communication skills"
427,Data Scientist,Nityo Infotech,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-13 Yrs,"Computer science, C++, Neural networks, Analytical, Machine learning, Data collection, data visualization, Data mining"
428,Data Scientist- GLN,Puresoftware,Bengaluru,7-15 Yrs,"Data analysis, data science, Machine learning, Programming, Mentor, Natural language processing, data visualization, Research"
429,Data Scientist,Neoware Technology Solutions,"Mumbai, Chennai, Bengaluru",8-13 Yrs,"Computer vision, Data analysis, GCP, Artificial Intelligence, Machine learning, Business solutions, Information technology, SQL"
430,Data Scientist,dSights Consultancy Services,Bengaluru,3-6 Yrs,"Machine Learning, Predictive Modeling, Statistical Modeling, Predictive Analytics, Modeling, Predictive, Machine, Statistics"
431,Data Scientist - GJT,Getinz Techno Services,Mumbai,1-2 Yrs,"data science, GCP, Analytical, Machine learning, Data processing, data visualization, Analytics, Product marketing"
432,Data Scientist-FinOps,Volvo Auto,Bengaluru,5-8 Yrs,"orchestration, GCP, Analytical, Data quality, Continuous improvement, Business intelligence, Operations, Analytics"
433,Machine Learning Data Scientist - NLP,Forecastera India,"Hyderabad, Bengaluru",3-7 Yrs,"Front end, Machine learning, Information retrieval, Natural language processing, Open source, Analytics, Python, Salesforce"
434,Data Scientist - 3,Satsure Analytics,Bengaluru,1-6 Yrs,"Aviation, Machine learning, Agile, Resource management, Forecasting, IEEE, Monitoring, Remote sensing"
435,Data Scientist,Roblox,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,"SAN, Prototype, People development, Data management, Analytical, Genetics, Operations, Analytics"
436,Data Scientist,Gartner,Gurugram,3-8 Yrs,"Coding, Machine learning, Data collection, Information retrieval, Natural language processing, Data mining, Recruitment, Python"
437,Data Scientist-3,Cashfree Holiday Planners,Bengaluru,5-8 Yrs,"Data analysis, SAS, Machine learning, SCALA, Data collection, Perl, Ruby, Analytics"
438,Data Scientist-3 (Gen AI),Cashfree Holiday Planners,Bengaluru,5-10 Yrs,"deep learning, data science, Machine learning, Design development, Silicon, Mathematics, Risk management, Predictive analytics"
439,Data Scientist,AIE Group,Bengaluru,5-10 Yrs,"Usage, data science, spark, Programming, Python, Data, Program, Science"
440,Data Scientist - LLM / GenAi,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-6 Yrs,"Training, deep learning, Statistical analysis, data science, Scalability, Machine learning, Research, Operations"
441,Data Scientist Predictive Modelling,Symmetrical Global Search,Bengaluru,10-12 Yrs,"Data modeling, Coding, E-commerce, Predictive modeling, HTML, HR, Hrsd, Modeling"
442,Data Scientist Machine Learning,Symmetrical Global Search,Bengaluru,10-12 Yrs,"deep learning, Data modeling, Coding, Machine learning, E-commerce, HTML, HR, Machine"
443,Data Scientist - AI ML Team,Customerxps Software,Bengaluru,8-13 Yrs,"Computer science, Automation, Artificial Intelligence, Machine learning, Data collection, Risk management, Monitoring, SQL"
444,Data Scientist,Equifax Credit Information Services Private Limited,Bengaluru,3-5 Yrs,"Computer science, Operations research, Analytical, Machine learning, Algorithm development, Data structures, Healthcare, Test cases"
445,Data Scientist,Digital Glyde,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Data analysis, Operations research, Social science, Analytical, Report writing, MySQL, Cloud, Database"
446,Machine Learning-data scientist,Diverse Lynx,Bengaluru,2-6 Yrs,"Machine learning, Machine"
447,Data Scientist,Scalein,Bengaluru,4-9 Yrs,"Performance tuning, analytical, Postgresql, administration, Perl, SQL, nosql, analytics"
448,Data Scientist,Cognite,Bengaluru,3-7 Yrs,"Manager Quality Assurance, GIT, Production planning, Analytical, Web development, Machine learning, microsoft, WiFi"
449,Data Scientist,Intersoft Kk,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,"Computer vision, GCP, Artificial Intelligence, MySQL, Machine learning, PHP, Data structures, SQL"
450,Data Scientist,Pegasus Knowledge Solutions (PKSI),Bengaluru,8-10 Yrs,"Base SAS, Excel, data science, Data modeling, SQL, Python, SAS, Data"
451,Data Scientist,Covalense Global,"Hyderabad, Bengaluru",3-8 Yrs,"Data Science, Matplotlib, Stanford NLP, Generative AI, PySpark, Boosting Techniques, SparkML, NumPy"
452,Data Scientist,Bharat Light & Power (BLP),Bengaluru,3-8 Yrs,"Data analysis, Factor analysis, Linux, Machine learning, Hypothesis Testing, Data processing, big data, SQL"
453,Data Scientist (Supply Chain),Sparkcognition,Bengaluru,3-7 Yrs,"Supply chain management, data science, Neural networks, Analytical, Artificial Intelligence, Machine learning, Genetics, MATLAB"
454,Data Scientist,Myyogateacher,Bengaluru,3-6 Yrs,"Business objects, SAS, XML, MySQL, Javascript, Data collection, Data processing, Data Analyst"
455,Data Scientist,Systechcorp Inc,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"NoSQL, data science, GCP, Project management, Analytical, Machine learning, model development, SQL"
456,Data Scientist,Btropsn Software,Bengaluru,3-5 Yrs,"Computer science, Prototype, GIT, Analytical, Machine learning, Information retrieval, Data quality, Forecasting"
457,Data Scientist,Naghavi Fintech,Bengaluru,2-6 Yrs,"Data mining, Statistics, Data"
458,Data Scientist,Hakimo,Bengaluru,3-5 Yrs,"tableau, data science, SQL database, Security systems, Physical security, Management, Data warehousing, Python"
459,Data Scientist,Valuelabs,Hyderabad,5-8 Yrs,"Computer science, Computer vision, Computer languages, GIT, Neural networks, Machine learning, microsoft azure, Predictive modeling"
460,DATA SCIENTIST,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,Bengaluru,2-7 Yrs,"hive, python, data mining, neural networks, predictive analytics, time series, random forest, svm"
461,Data Scientist,Paraminfo,Bengaluru,2-3 Yrs,"Computer vision, NoSQL, SAS, GCP, Machine learning, Stakeholder management, Analytics, SQL"
462,Data Scientist 4,Granicus Inc,Remote,7-12 Yrs,"Data Science, Machine Learning, Artificial Intelligence, Python, Intelligence, Machine, Data, Science"
463,Data Scientist,Denave,Noida,7-12 Yrs,"Computer vision, Telesales, Business analytics, Javascript, Inside sales, Open source, Digital marketing, Sales account"
464,Data Scientist,Algoleap Technologies,Bengaluru,8-13 Yrs,"C++, Business objects, Google Analytics, Simulation, Coding, Analytical, MySQL, Javascript"
465,GenAI Data Scientist,EXL,"Noida, Gurugram, Bengaluru",5-10 Yrs,"GenAI, NLP, LLM, Natural Language Processing, Languages, Processing, Data, Process"
466,Data Scientist,Nihilent,Kolkata,4-8 Yrs,"Machine Learning, Python, Data Science, Azure Cloud, GCP, Artificial Intelligence, Cloud Platform, AWS"
467,Data Scientist,First Meridian Business Services,"Kolkata, Bengaluru, Delhi / NCR",10-20 Yrs,"Supervised Learning, Unsupervised Learning, Ml Algorithms, R, decision trees, neural networks, Regression, clustering"
468,Data Scientist,Umamicasa,Bengaluru,3-7 Yrs,"Computer science, Statistical analysis, Machine learning, Hadoop, Mathematics, Statistics, Python, Science"
469,Data Scientist,Idexcel,Bengaluru,3-8 Yrs,"Computer vision, Automation, Neural networks, Debugging, Machine learning, Agile, Customer experience, Technology solutions"
470,Data Scientist | Scienaptic AI,Scienaptic Systems,Bengaluru,2-7 Yrs,"Business process, Loans, Business analytics, Analytical, Finance, Credit underwriting, Credit risk management, SQL"
471,Data Scientist / Advanced Analytics - Machine Learning,E2E Infoware,"Chennai, Bengaluru",5-8 Yrs,"advanced analytics, deep learning, Artificial Intelligence, R Programming, Machine learning, Python, Data analytics, Intelligence"
472,Data Scientist,Grid Dynamics,Hyderabad,3-4 Yrs,"Focus, Machine learning, Corporate, Medical insurance, Scientist 1, Forecasting, Python, Machine"
473,Data Scientist,Cynosure Corporate Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,"Computer science, IT services, deep learning, C++, Operations research, Machine learning, Natural language processing, Econometrics"
474,Data Scientist,Insider Biz,New Delhi,2-4 Yrs,"Machine learning, Data collection, data visualization, Machine, Data, Collections"
475,Data Scientist,Covalense Global,"Hyderabad, Bengaluru",3-8 Yrs,"Machine learning, Data collection, data visualization, Data, Collections, Machine"
476,Data Scientist,Akkodis,Bengaluru,4-5 Yrs,"Computer science, Computer vision, Linux, Machine learning, Information technology, Automotive, Analytics, functional safety"
477,Data Scientist,Pradeepit Consulting Services,Bengaluru,3-7 Yrs,"Analytical skills, Data analysis, French, Spanish, Natural language processing, Manager Quality Control, Data mining, Object oriented programming"
478,NLP Data Scientist,Heaps Health Solutions India,"Hyderabad, Bengaluru",2-3 Yrs,"Basic, Data analysis, Version control, GIT, GCP, Programming, Healthcare, Technology solutions"
479,Data Scientist,Heaps Health Solutions India,"Hyderabad, Bengaluru",1-4 Yrs,"Data analysis, Version control, GIT, data science, GCP, Analytical, Machine learning, Data mining"
480,Data Scientist,Rightpoint,"Jaipur, Bengaluru",8-13 Yrs,"Data analysis, Operations research, Analytical, Artificial Intelligence, Machine learning, Data collection, Business intelligence, Continuous improvement"
481,Data Scientist,Faurecia,Pune,8-13 Yrs,"Training, Career development, Project management, CAD, Manager Technology, Agile, Design development, Product design"
482,Data Scientist,Ltimindtree,"Hybrid - Hyderabad, Bengaluru, Mumbai (All Areas)",5-10 Yrs,"Python R, Google Analytics, ECRM, SQL, Data Science, FMCG, Global Data Scientist, Python"
483,Data Scientist,Leokraft Technologies,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,"Computer science, data science, GCP, Machine learning, Cloud, Programming, data visualization, Troubleshooting"
484,Data Scientist,Encora,Bengaluru,5-7 Yrs,"Product engineering, Cloud Services, Machine learning, Quality engineering, Manager Technology, Data analytics, Management, Cloud"
485,Data Scientist,Enterprise Bot,Bengaluru,2-3 Yrs,"deep learning, Automation, data science, Stock exchange, Machine learning, Data mining, Analytics, Python"
486,Data Scientist,Add On It Systems,Bengaluru,2-4 Yrs,"PDF, Statistical analysis, Machine learning, MS Word, data visualization, Python, Microsoft, Machine"
487,DATA SCIENTIST,Cellworks Research India,Bengaluru,3-5 Yrs,"Computer science, NoSQL, Statistical analysis, Data modeling, Analytical, Machine learning, MySQL, Data structures"
488,Data Scientist III,Meesho,Bengaluru,4-7 Yrs,"Third party logistics, Performance management, Machine learning, E-commerce, Medical insurance, SQL, Python, Logistics"
489,Data Scientist - I,Meesho,Bengaluru,1-2 Yrs,"Analytical skills, spark, Neural networks, Machine learning, Commerce, E-commerce, big data, SQL"
490,Data Scientist,Cradlepoint,Bengaluru,8-13 Yrs,"Data analysis, Data validation, Coding, Artificial Intelligence, Machine learning, Data quality, Forecasting, SQL"
491,Data Scientist,Aegis Media,Bengaluru,8-13 Yrs,"Cloud computing, Version control, Machine learning, Cloud, Data processing, Natural language processing, Project delivery, Forecasting"
492,Data Scientist,Gujarat Fluorochemicals,Noida,1-2 Yrs,"C++, PMP, Coding, Project management, Social media, Predictive modeling, Business solutions, Information technology"
493,Data Scientist,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,"Mumbai, Jamshedpur, Bengaluru",2-7 Yrs,"Data analysis, Data management, HTML, HTTP, Information management, Data mining, Econometrics, Information technology"
494,Data Scientist,Sparkcognition,Bengaluru,3-5 Yrs,"Operational excellence, Renewable energy, Performance management, GCP, Machine learning, Cloud, Workflow, Genetics"
495,Data Scientist,Colgate-Palmolive (India),Mumbai,5-8 Yrs,"Logistic regression, Neural networks, Business analytics, Analytical, Machine learning, Predictive modeling, Continuous improvement, Forecasting"
496,Data Scientist,Anheuser Busch InBev,Bengaluru,3-5 Yrs,"Supply chain, Analytical, Consulting, Conceptualization, Econometrics, Project delivery, Forecasting, Analytics"
497,Data Scientist,Denave,Noida,4-7 Yrs,"Computer vision, Telesales, Business analytics, Javascript, Inside sales, Open source, Digital marketing, Sales account"
498,Data Scientist,Gforce Consulting Solutions,Bengaluru,3-8 Yrs,"tableau, data science, spark, Demand forecasting, Machine learning, Data structures, Object oriented programming, Statistics"
499,Data Scientist,ADM,Bengaluru,4-6 Yrs,"Operations research, SAS, Simulation, Analytical, Machine learning, Predictive modeling, SPSS, Data mining"
500,Data Scientist,Cradlepoint,Bengaluru,4-6 Yrs,"Wireless, Computer science, Networking, Linux, WAN, Machine learning, Predictive modeling, Analytics"
501,Data Scientist,Hakimo,Bengaluru,3-8 Yrs,"algorithms, python, natural language processing, scikit-learn, linear regression, anomaly detection, machine learning, dashboards"
502,Data Scientist,Blume Ventures,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,"Computer vision, Coding, Programming, Information retrieval, Natural language processing, Calculus, Data mining, Statistics"
503,Data Scientists,Pratibha Analytics,Hyderabad,2-7 Yrs,"Help Desk, Customer Service, customer relationship, access controls, Telephony support, Asset Management, Vendor Management, Information"
504,Data Scientist,Bizviz Technologies,Bengaluru,3-7 Yrs,"ERP, Data analysis, SAS, Simulation, Analytical, Machine learning, Healthcare, Data mining"
505,Data Scientist,Rapid Canvas,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",4-9 Yrs,"Computer science, Operations research, data science, GCP, Machine learning, SAGE, Data mining, AWS"
